Roll Angle, Pitch Angle, AccX, AccY, AccZ 
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.06,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.21,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.96,-0.04,-0.11
-2.22,83.04,-0.95,-0.04,-0.11
-2.23,83.04,-0.95,-0.04,-0.11
-2.23,83.04,-0.95,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.03,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.03,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.24,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.04,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.05,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.03,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.05,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.22,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.06,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.95,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.03,-0.11
-2.23,83.08,-0.96,-0.03,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.22,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.08,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.22,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
-2.23,83.07,-0.96,-0.04,-0.11
